Dimer Name,Family Name,ED(MP),ED(MPrc),ED(NMP),ED(NMPrc),motif_distance,deepSyn_motif_distance,diff_distance,family_name
ALX4_EOMES,Homeo_Tbox,0.213109080107782,0.35369591409844703,0.21144260856565197,0.333864365081171,0.34858857719802705,0.294293264225118,0.0044928227878912605,Homeo_Tbox
ALX4_TBX21,Homeo_Tbox,0.241559839769534,0.405208623049272,0.241786523024633,0.40149663576865,0.3239854305312339,0.25535824215462594,0.0658993720707432,Homeo_Tbox
ALX4_TBX21_2,Homeo_Tbox,0.19887823077032998,0.45432740283538,0.20231676562034487,0.40349419280566295,0.22962515593397664,0.14574611607787488,0.08740116224797627,Homeo_Tbox
HOXA3_EOMES,Homeo_Tbox,0.133882908897176,0.33761131612181605,0.112236552787691,0.30030999304138395,0.18933902550647527,0.08889843116767095,0.10044059433880433,Homeo_Tbox
HOXB13_EOMES,Homeo_Tbox,0.218302073212489,0.392549178304935,0.200307248871391,0.380057574013714,0.2830376688114307,0.1781830603799386,0.12025712577944445,Homeo_Tbox
HOXB13_EOMES_2,Homeo_Tbox,0.15129967439206102,0.412468995268438,0.15129967439206102,0.412468995268438,0.25359530685060416,0.12278183147629658,0.2091636324074836,Homeo_Tbox
HOXB13_TBX21,Homeo_Tbox,0.151572766663391,0.45693616474597604,0.181242192282391,0.40975331264227705,0.21435626211372671,0.2692545881797928,-0.054898326066066094,Homeo_Tbox
HOXB13_TBX21_2,Homeo_Tbox,0.19360342278945106,0.41565487090231,0.19986267161281696,0.395023717640876,0.29163379079066615,0.18881570447836804,0.15804847872067573,Homeo_Tbox
HOXB13_TBX21_3,Homeo_Tbox,0.18804886027050197,0.426488953754253,0.175297945658333,0.39949875059137896,0.2404508941994031,0.1269440756097629,0.1624392517584663,Homeo_Tbox
HOXB13_TBX3,Homeo_Tbox,0.21243351361128798,0.295192973620232,0.189250559833497,0.315064675984544,0.30042635609002716,0.1878841040917919,0.11254225199823524,Homeo_Tbox
HOXB13_TBX3_2,Homeo_Tbox,0.15690857025613195,0.35779667633142703,0.14947597551678501,0.335668753486582,0.25822053229887604,0.1436743031783679,0.15781148486934135,Homeo_Tbox
HOXB2_EOMES,Homeo_Tbox,0.15772294404596698,0.312255157771633,0.136911547283125,0.36908381527615597,0.22233761029262097,0.14790718919786566,0.07434227659614315,Homeo_Tbox
HOXB2_EOMES_2,Homeo_Tbox,0.126804446923489,0.316829379064896,0.0919024732169063,0.293155528531809,0.2755370334818074,0.10310230774656824,0.1688301616915024,Homeo_Tbox
HOXB2_TBX3,Homeo_Tbox,0.10661590746330801,0.370460439120246,0.141859962059044,0.30708683208823306,0.1307103797447085,0.16291997237347927,-0.02083339128120787,Homeo_Tbox
HOXC10_EOMES,Homeo_Tbox,0.186731896983809,0.35378901143048597,0.129444728594622,0.349954362156488,0.2640787829664152,0.13208059039435682,0.13199819257205836,Homeo_Tbox
HOXC10_TBX21,Homeo_Tbox,0.176335523043518,0.3991636655092079,0.2064782849331689,0.3361592485787331,0.24937608808032366,0.181485232436886,0.06789085564343766,Homeo_Tbox
HOXD12_EOMES,Homeo_Tbox,0.227114464457745,0.3666384459370229,0.22996927520916197,0.319823692470408,0.49257352857280406,0.2455780619107915,0.07916487402474695,Homeo_Tbox
