name1,name2,nameOut,case,isRC,loc1,loc2,quality1,quality2,quality,overlapLen
ALX4,EOMES,ALX4_EOMES,4,0,4,11,0.35806110035897903,0.236269380770805,0.5943304811297829,6
ALX4,TBX21,ALX4_TBX21,2,0,5,-1,0.41732544273523,0.26109153562182197,0.6784169783570521,4
ALX4,TBX21,ALX4_TBX21_2,2,0,5,-1,0.251021703269277,0.238921624775548,0.48994332804482504,4
ARNTL,BHLHA15,ARNTL_BHLHA15,2,1,10,0,0.31386506882479104,0.223676261953839,0.537541330778629,0
ARNTL,PITX1,ARNTL_PITX1,4,0,-2,8,0.237817040526395,0.27131373109128504,0.509130771617681,0
ARNTL,PITX1,ARNTL_PITX1_2,2,1,9,0,0.299277314635512,0.22281910712837902,0.52209642176389,-1
ATF4,CEBPB,ATF4_CEBPB,1,0,0,2,0.0963117761181358,0.316876239507274,0.41318801562541,11
ATF4,CEBPD,ATF4_CEBPD,1,0,0,2,0.0881747529435826,0.34417914362209,0.43235389656567297,11
ATF4,TEF,ATF4_TEF,4,0,0,1,0.0867836358171972,0.387963276679311,0.47474691249650897,12
CEBPG,ATF4,CEBPG_ATF4,2,0,2,0,0.313286777969629,0.0935866634200063,0.406873441389635,11
CEBPG,CREB3L1,CEBPG_CREB3L1,2,0,1,-1,0.399690831882014,0.38817277764598707,0.7878636095280009,12
CEBPG,ELF1,CEBPG_ELF1,3,1,9,-1,0.32072022387252597,0.403416639993546,0.724136863866072,2
CLOCK,BHLHA15,CLOCK_BHLHA15,4,0,-1,10,0.23609765631494298,0.30346281551508003,0.539560471830023,-1
CLOCK,EVX1,CLOCK_EVX1,1,1,-2,8,0.18995153567767398,0.22422427325491498,0.414175808932589,0
CLOCK,EVX1,CLOCK_EVX1_2,4,0,-2,7,0.12025864080101001,0.309576942977543,0.429835583778553,1
CLOCK,EVX1,CLOCK_EVX1_3,4,1,-2,10,0.218981424081317,0.23044212551414,0.449423549595457,-2
CLOCK,EVX1,CLOCK_EVX1_4,4,1,-2,11,0.204216156732428,0.28970733065801696,0.493923487390445,-3
CLOCK,FIGLA,CLOCK_FIGLA,4,1,-1,14,0.229849304469469,0.18388434756388103,0.41373365203334994,-5
CLOCK,FIGLA,CLOCK_FIGLA_2,4,1,-1,15,0.28612311566059007,0.201653121678962,0.48777623733955194,-6
CLOCK,NHLH1,CLOCK_NHLH1,2,0,12,0,0.17757818710435397,0.206562317462224,0.38414050456657794,-2
CLOCK,NHLH1,CLOCK_NHLH1_2,2,0,11,0,0.175365801726018,0.210257867255965,0.38562366898198297,-1
CLOCK,TBX3,CLOCK_TBX3,4,1,-2,10,0.13929472078253602,0.155183193944712,0.294477914727248,-2
CUX1,FOXI1,CUX1_FOXI1,2,0,10,0,0.16898867719491698,0.39042705350233703,0.559415730697254,-3
CUX1,FOXO1,CUX1_FOXO1,2,0,10,0,0.146414973444321,0.273882922034265,0.42029789547858604,-2
CUX1,FOXO6,CUX1_FOXO6,2,0,10,0,0.133547461398976,0.39236600831266605,0.525913469711641,-3
CUX1,HOXA13,CUX1_HOXA13,3,1,9,-2,0.139991536398857,0.360853460140151,0.500844996539007,0
CUX1,HOXA13,CUX1_HOXA13_2,4,1,-1,6,0.24496541273378,0.30639776696905296,0.551363179702833,3
CUX1,HOXB13,CUX1_HOXB13,4,1,-1,6,0.187066305099295,0.3580803874688979,0.545146692568192,3
CUX1,NHLH1,CUX1_NHLH1,4,1,-1,13,0.139404386437573,0.0829603754770602,0.222364761914633,-4
CUX1,NHLH1,CUX1_NHLH1_2,4,1,-1,14,0.130773809120282,0.0910762981837059,0.221850107303988,-5
CUX1,PITX1,CUX1_PITX1,3,0,8,-1,0.15527920321236902,0.101347682143309,0.25662688535567896,-1
CUX1,RFX5,CUX1_RFX5,1,0,-1,8,0.129145800148737,0.461011488120214,0.590157288268951,1
CUX1,RFX5,CUX1_RFX5_2,1,0,-1,7,0.0981057669094572,0.46816021287211207,0.5662659797815689,2
CUX1,SOX15,CUX1_SOX15,2,0,-2,-9,0.10130594199114999,0.47278887371632106,0.5740948157074711,8
CUX1,SOX15,CUX1_SOX15_2,3,0,-1,-8,0.11660519790010002,0.502296947255415,0.618902145155515,8
CUX1,SOX15,CUX1_SOX15_3,3,0,-1,-8,0.11342619008874301,0.529609046185196,0.643035236273939,8
CUX1,SRF,CUX1_SRF,2,0,14,-2,0.148537853894895,0.30332764235022697,0.451865496245122,0
CUX1,TBX21,CUX1_TBX21,3,0,9,0,0.0976829058404295,0.252112343664216,0.34979524950464597,1
CUX1,TBX21,CUX1_TBX21_2,3,0,7,-1,0.364402356365782,0.291808514150803,0.656210870516584,2
CUX1,TBX3,CUX1_TBX3,2,0,9,0,0.198335466894846,0.168812938755299,0.36714840565014506,-1
E2F1,ELK1,E2F1_ELK1,3,1,7,-1,0.45499766792701296,0.22817748781733302,0.6831751557443451,2
E2F1,ELK1,E2F1_ELK1_2,3,1,12,-1,0.411864887255245,0.199406916202757,0.611271803458002,-3
E2F1,ELK1,E2F1_ELK1_3,3,1,13,-1,0.443418785353873,0.193038523874798,0.63645730922867,-4
E2F1,EOMES,E2F1_EOMES,4,1,2,10,0.44644919105107206,0.33061939511515503,0.777068586166227,6
E2F1,EOMES,E2F1_EOMES_2,2,0,5,-1,0.388366265189699,0.47020230112220207,0.8585685663119,7
E2F1,HES7,E2F1_HES7,3,0,9,-1,0.365783596921131,0.23527790071796398,0.601061497639095,2
E2F1,HES7,E2F1_HES7_2,3,0,10,-1,0.35997659289659,0.330182610050438,0.6901592029470279,1
E2F1,NHLH1,E2F1_NHLH1,3,1,16,0,0.3743579429141621,0.0887176610488971,0.46307560396305897,-6
E2F3,DRGX,E2F3_DRGX,2,1,0,-5,0.442350403133943,0.265493236424394,0.7078436395583371,8
E2F3,EOMES,E2F3_EOMES,2,1,3,-1,0.5635961340352429,0.489645337137319,1.05324147117256,9
E2F3,FOXI1,E2F3_FOXI1,4,1,-3,10,0.660559056491109,0.463538124976423,1.12409718146753,5
E2F3,FOXO6,E2F3_FOXO6,2,1,12,10,0.5671301008332789,0.622513944545456,1.18964404537873,5
E2F3,FOXO6,E2F3_FOXO6_2,3,1,13,10,0.588843960244332,0.635859218711209,1.22470317895554,4
E2F3,HES7,E2F3_HES7,1,0,-3,11,0.561523685888176,0.385215606200755,0.94673929208893,4
E2F3,ONECUT2,E2F3_ONECUT2,2,1,4,-4,0.506396676329076,0.184901063072857,0.691297739401934,6
E2F3,ONECUT2,E2F3_ONECUT2_2,2,1,5,-4,0.524317915885651,0.20888755181619298,0.7332054677018441,5
E2F3,TBX21,E2F3_TBX21,4,1,-5,7,0.614690774528822,0.292188591292127,0.9068793658209491,6
E2F3,TBX21,E2F3_TBX21_2,4,1,2,14,0.6199016627843079,0.31867106744394,0.9385727302282479,6
E2F3,TBX21,E2F3_TBX21_3,2,0,4,-1,0.624801350248201,0.245165189880856,0.8699665401290559,5
ELK1,EOMES,ELK1_EOMES,2,0,20,-1,0.21145366969714102,0.33989087551212105,0.5513445452092621,-8
ELK1,EOMES,ELK1_EOMES_2,1,0,0,8,0.116225391164636,0.39012428435395896,0.506349675518595,2
ELK1,EOMES,ELK1_EOMES_3,3,0,4,-4,0.145158717631007,0.49149048920167404,0.636649206832681,5
ELK1,ETV7,ELK1_ETV7,2,1,1,0,0.40480466848634206,0.34004865095565306,0.7448533194419951,10
ELK1,EVX1,ELK1_EVX1,1,0,0,9,0.342500691084781,0.191485902187774,0.533986593272556,1
ELK1,FOXI1,ELK1_FOXI1,1,0,0,9,0.148575113093254,0.246532896904288,0.395108009997543,1
ELK1,FOXI1,ELK1_FOXI1_2,1,0,0,8,0.291753903412923,0.294225170876455,0.5859790742893779,2
ELK1,FOXI1,ELK1_FOXI1_3,4,0,0,6,0.184566252797012,0.41734848824762394,0.601914741044636,4
ELK1,FOXI1,ELK1_FOXI1_4,3,0,4,0,0.254682909963175,0.38731827548909903,0.6420011854522739,3
ELK1,FOXI1,ELK1_FOXI1_5,1,0,0,9,0.34250445561703996,0.22175382839765198,0.564258284014692,1
ELK1,FOXI1,ELK1_FOXI1_6,1,0,0,8,0.49264568015120597,0.19416206131912697,0.686807741470332,2
ELK1,HOXA1,ELK1_HOXA1,4,0,0,6,0.127977542129386,0.394444024056819,0.5224215661862049,4
ELK1,HOXA3,ELK1_HOXA3,1,0,0,15,0.29879999787325606,0.37042627556435,0.669226273437605,-5
ELK1,HOXA3,ELK1_HOXA3_2,4,0,0,3,0.383104276921165,0.46476603943475703,0.8478703163559219,7
ELK1,HOXB13,ELK1_HOXB13,1,0,0,6,0.0878113163271113,0.419682650933634,0.507493967260745,4
ELK1,HOXB13,ELK1_HOXB13_2,1,0,0,6,0.32456170997508804,0.533791738993835,0.858353448968923,4
ELK1,ONECUT2,ELK1_ONECUT2,1,0,0,5,0.27753068721862106,0.44445859228412005,0.7219892795027409,5
ELK1,PAX1,ELK1_PAX1,1,0,0,5,0.2511496414514,0.39590356189396797,0.6470532033453679,5
ELK1,PAX5,ELK1_PAX5,1,0,0,5,0.247395094747346,0.346385354591947,0.593780449339293,5
ELK1,PAX9,ELK1_PAX9,4,0,0,13,0.265279723552912,0.44950905405474106,0.714788777607653,-3
ELK1,SPDEF,ELK1_SPDEF,4,0,0,8,0.39806238765295,0.296508693482677,0.694571081135627,2
ELK1,SREBF2,ELK1_SREBF2,4,0,0,7,0.16586586885380303,0.298672566867234,0.46453843572103604,3
ELK1,SREBF2,ELK1_SREBF2_2,2,0,8,0,0.18172796872345998,0.224423266248761,0.40615123497222105,2
ELK1,TBX21,ELK1_TBX21,2,0,21,0,0.165208104569895,0.285492993794346,0.45070109836424105,-11
ELK1,TBX21,ELK1_TBX21_2,3,0,4,-1,0.159651277364257,0.512812308569032,0.672463585933288,5
ELK1,TBX21,ELK1_TBX21_3,2,0,20,-1,0.26864575628992104,0.291906952232342,0.5605527085222629,-11
ELK1,TBX21,ELK1_TBX21_4,3,0,4,-1,0.31402772029585196,0.521887170937989,0.8359148912338409,5
ELK1,TEF,ELK1_TEF,1,0,0,6,0.23781186800791398,0.22178335133748397,0.45959521934539704,4
ERF,CEBPD,ERF_CEBPD,4,0,0,7,0.36420660197080607,0.0686727065869666,0.43287930855777296,3
ERF,CLOCK,ERF_CLOCK,2,0,10,-2,0.24229699371651703,0.154922884605721,0.39721987832223793,-2
ERF,DLX2,ERF_DLX2,1,0,0,11,0.25059199626822,0.157948019411454,0.408540015679674,-1
ERF,DLX2,ERF_DLX2_2,1,0,0,11,0.24536171156022601,0.15143106830539002,0.39679277986561606,-1
ERF,DLX3,ERF_DLX3,1,0,0,11,0.30232677430043103,0.2979664727824,0.600293247082831,-1
ERF,DLX3,ERF_DLX3_2,1,0,0,10,0.26126053583814396,0.263948079792835,0.525208615630979,0
ERF,EOMES,ERF_EOMES,2,0,20,-1,0.20201131047674104,0.261578681990709,0.46358999246745103,-8
ERF,EOMES,ERF_EOMES_2,3,0,6,-2,0.190395650460596,0.45778679659935795,0.648182447059954,5
ERF,ETV7,ERF_ETV7,2,1,0,-1,0.44079065923648,0.34041068186721,0.78120134110369,10
ERF,FIGLA,ERF_FIGLA,1,0,0,6,0.365926472018163,0.16234344390839497,0.528269915926558,4
ERF,FOXI1,ERF_FOXI1,4,0,0,6,0.27337668462313397,0.4212159967213371,0.6945926813444712,4
ERF,FOXI1,ERF_FOXI1_2,2,0,4,0,0.188220295507933,0.42940353677948706,0.61762383228742,3
ERF,FOXI1,ERF_FOXI1_3,3,0,4,0,0.330968836234028,0.38795380099007504,0.7189226372241031,3
ERF,FOXO1,ERF_FOXO1,2,0,4,0,0.260137545795634,0.35039328842194295,0.610530834217577,4
ERF,HES7,ERF_HES7,1,0,0,10,0.15317369923159802,0.35394047496223396,0.5071141741938321,0
ERF,HES7,ERF_HES7_2,3,0,11,-1,0.21370783621604897,0.402822017185068,0.6165298534011171,0
ERF,HES7,ERF_HES7_3,3,0,12,-1,0.210970307259492,0.40486366278854496,0.615833970048037,-1
ERF,HOXA3,ERF_HOXA3,1,0,0,12,0.175741637340331,0.308554485469346,0.484296122809677,-2
ERF,HOXB13,ERF_HOXB13,1,0,0,6,0.243220845006125,0.48026192416656205,0.7234827691726871,4
ERF,MAX,ERF_MAX,1,0,0,6,0.32894242323469297,0.135489049508161,0.46443147274285396,4
ERF,NHLH1,ERF_NHLH1,3,0,7,0,0.266703202072672,0.239947096655185,0.506650298727856,3
ERF,ONECUT2,ERF_ONECUT2,4,0,0,10,0.16812373328527896,0.365347267189738,0.533471000475017,0
ERF,PITX1,ERF_PITX1,4,0,0,10,0.30315717487154203,0.299785856030803,0.6029430309023449,0
ERF,PITX1,ERF_PITX1_2,4,0,0,11,0.30569397018035,0.257969051026716,0.563663021207066,-1
ERF,SREBF2,ERF_SREBF2,2,0,8,0,0.15184651277995198,0.121323523993114,0.273170036773066,2
ERF,SREBF2,ERF_SREBF2_2,4,0,0,7,0.328030310285524,0.11284271149547599,0.44087302178099996,3
ERF,TBX21,ERF_TBX21,2,0,20,-1,0.204290885540104,0.382270079678254,0.5865609652183579,-11
ERF,TBX21,ERF_TBX21_2,3,0,4,-1,0.0977217794751254,0.487176639503645,0.5848984189787709,5
ETV2,BHLHA15,ETV2_BHLHA15,1,0,-1,6,0.289028259031981,0.196449589083235,0.485477848115217,4
ETV2,CEBPD,ETV2_CEBPD,4,0,-1,7,0.37530559508381106,0.16032471327349,0.5356303083573011,3
ETV2,CLOCK,ETV2_CLOCK,2,0,11,0,0.327807633812579,0.159590608298012,0.48739824211059,-1
ETV2,DLX2,ETV2_DLX2,1,0,-1,12,0.14395137268368302,0.15721587532010098,0.30116724800378303,-2
ETV2,DLX2,ETV2_DLX2_2,1,0,-1,11,0.256686265202079,0.113598062586051,0.370284327788129,-1
ETV2,DLX3,ETV2_DLX3,4,0,-1,13,0.200184031267245,0.12944156985267802,0.329625601119923,-3
ETV2,DLX3,ETV2_DLX3_2,1,0,-1,12,0.19464975433721302,0.20995453091448002,0.404604285251692,-2
ETV2,DLX3,ETV2_DLX3_3,1,0,-1,11,0.24388373972173602,0.193774774446532,0.4376585141682679,-1
ETV2,DLX3,ETV2_DLX3_4,3,0,7,-1,0.21913144002564397,0.18329824643141002,0.40242968645705396,0
ETV2,DRGX,ETV2_DRGX,4,0,-1,7,0.261683133534409,0.295337150438112,0.5570202839725219,3
ETV2,DRGX,ETV2_DRGX_2,4,0,-1,6,0.233641405383225,0.498729636627638,0.7323710420108621,4
ETV2,EOMES,ETV2_EOMES,2,0,19,-1,0.32321157920887605,0.31474816409587497,0.63795974330475,-7
ETV2,EOMES,ETV2_EOMES_2,3,0,3,-4,0.311325193881515,0.471803676066689,0.7831288699482042,6
ETV2,EOMES,ETV2_EOMES_3,4,0,-1,11,0.217582957817958,0.20501761900753301,0.422600576825491,-1
ETV2,ETV7,ETV2_ETV7,2,1,-1,-1,0.43417368396510897,0.32186253636468104,0.75603622032979,11
ETV2,EVX1,ETV2_EVX1,1,0,-1,9,0.30374701231135404,0.28214548440387105,0.585892496715225,1
ETV2,FIGLA,ETV2_FIGLA,4,0,-1,6,0.326294917618848,0.159339540875314,0.48563445849416204,4
ETV2,FIGLA,ETV2_FIGLA_2,3,0,11,0,0.274895445222117,0.191127128913347,0.466022574135464,-1
ETV2,FOXI1,ETV2_FOXI1,2,0,4,1,0.26179925793029896,0.301118980818815,0.5629182387491151,4
ETV2,FOXI1,ETV2_FOXI1_2,1,0,-1,7,0.288576394972937,0.292072169163169,0.5806485641361059,3
ETV2,FOXI1,ETV2_FOXI1_3,1,0,-1,9,0.258805758996799,0.35093187479498306,0.6097376337917819,1
ETV2,FOXI1,ETV2_FOXI1_4,4,0,-1,6,0.40660469669225996,0.36140522578802897,0.768009922480289,4
ETV2,FOXI1,ETV2_FOXI1_5,3,0,3,0,0.39258825169042,0.306859592095544,0.6994478437859639,4
ETV2,FOXO6,ETV2_FOXO6,4,0,-1,6,0.35882141268091405,0.39234751387344,0.7511689265543531,4
ETV2,GSC2,ETV2_GSC2,1,0,-1,14,0.24010500055448897,0.10886820000546199,0.348973200559951,-4
ETV2,GSC2,ETV2_GSC2_2,1,0,-1,13,0.163400601813956,0.109169024717433,0.272569626531388,-3
ETV2,GSC2,ETV2_GSC2_3,1,0,-1,12,0.23538688634946398,0.186206787437538,0.421593673787002,-2
ETV2,GSC2,ETV2_GSC2_4,4,0,-1,9,0.21048719025798002,0.138305938396033,0.34879312865401296,1
ETV2,GSC2,ETV2_GSC2_5,4,0,-1,10,0.27623635594018797,0.118685746671069,0.39492210261125804,0
ETV2,HES7,ETV2_HES7,3,0,10,-1,0.26679450468611804,0.341294620303147,0.608089124989266,1
ETV2,HES7,ETV2_HES7_2,1,0,-1,10,0.22560857959945801,0.325076578795104,0.550685158394562,0
ETV2,HES7,ETV2_HES7_3,1,0,-1,11,0.26587192812258503,0.340201489141979,0.606073417264565,-1
ETV2,HOXA2,ETV2_HOXA2,1,0,-1,6,0.24021020560069897,0.338908638912031,0.57911884451273,4
ETV2,HOXA2,ETV2_HOXA2_2,1,0,-1,12,0.23329532445211604,0.17906674356056698,0.412362068012683,-2
ETV2,HOXB13,ETV2_HOXB13,1,0,-1,6,0.304561932366367,0.45545524659019204,0.760017178956558,4
ETV2,HOXB13,ETV2_HOXB13_2,1,0,-1,5,0.22343458096832602,0.5616766433461421,0.785111224314468,5
ETV2,NHLH1,ETV2_NHLH1,2,0,6,0,0.36341327476781704,0.210424540508072,0.5738378152758891,4
ETV2,NHLH1,ETV2_NHLH1_2,1,0,-1,11,0.34264552050400704,0.0977028192053398,0.44034833970934706,-1
ETV2,ONECUT2,ETV2_ONECUT2,2,0,6,-4,0.26073083045774603,0.26499458788414804,0.525725418341894,4
ETV2,ONECUT2,ETV2_ONECUT2_2,2,0,7,-4,0.206967460848119,0.210091119707693,0.417058580555812,3
ETV2,ONECUT2,ETV2_ONECUT2_3,4,0,-1,9,0.21653450576664002,0.24717862037406502,0.46371312614070503,1
ETV2,ONECUT2,ETV2_ONECUT2_4,4,0,-1,10,0.21310578558739302,0.286505250567152,0.49961103615454494,0
ETV2,ONECUT2,ETV2_ONECUT2_5,1,0,-1,9,0.22426307743537802,0.30827197842174203,0.532535055857121,1
ETV2,PAX5,ETV2_PAX5,1,0,-1,5,0.219474584834719,0.32668443840913697,0.546159023243856,5
ETV2,PITX1,ETV2_PITX1,4,0,-1,11,0.25242063440198,0.12608263932526,0.378503273727241,-1
ETV2,RFX5,ETV2_RFX5,3,1,10,1,0.309341607996372,0.5928868847043249,0.9022284927006959,7
ETV2,RFX5,ETV2_RFX5_2,1,0,-1,5,0.21694927513885898,0.45303365538844803,0.669982930527308,5
ETV2,RFX5,ETV2_RFX5_3,2,1,9,1,0.204417966681156,0.594306672396502,0.7987246390776579,8
ETV2,RFX5,ETV2_RFX5_4,1,0,-1,6,0.249045583967298,0.423590657523849,0.672636241491147,4
ETV2,SOX15,ETV2_SOX15,4,0,-1,12,0.23099675478393397,0.6635578261608399,0.894554580944774,-2
ETV2,SOX15,ETV2_SOX15_2,4,0,-1,11,0.241967902618541,0.63733479545984,0.879302698078381,-1
ETV2,SOX15,ETV2_SOX15_3,1,0,-1,12,0.20964818864295398,0.6577121825830821,0.8673603712260359,-2
ETV2,SOX15,ETV2_SOX15_4,4,0,-1,13,0.208602825713774,0.6531912736230691,0.861794099336843,-3
ETV2,SPDEF,ETV2_SPDEF,2,1,0,0,0.442957761984711,0.39263065210105896,0.83558841408577,11
ETV2,SREBF2,ETV2_SREBF2,2,0,7,0,0.287822889373258,0.317264165362694,0.605087054735952,3
ETV2,SREBF2,ETV2_SREBF2_2,2,0,6,0,0.46987377847415,0.30070607771662106,0.770579856190771,4
ETV2,TBX21,ETV2_TBX21,2,0,18,-2,0.336037003233116,0.22742409478395997,0.563461098017075,-10
ETV2,TBX21,ETV2_TBX21_2,3,0,3,-1,0.328365146095516,0.539737894991095,0.868103041086611,6
ETV2,TBX21,ETV2_TBX21_3,4,0,-1,14,0.18585384740099803,0.20169154615110396,0.387545393552103,-4
ETV2,TCF3,ETV2_TCF3,2,0,6,-2,0.24577032328545997,0.340306537843392,0.586076861128852,2
ETV2,TEF,ETV2_TEF,1,0,-1,6,0.30976722859542305,0.178954567687166,0.488721796282589,4
ETV2,TEF,ETV2_TEF_2,2,0,13,-2,0.17250367452265603,0.19256393322052104,0.365067607743176,-3
ETV5,CEBPD,ETV5_CEBPD,4,0,0,7,0.26314825218930604,0.11708835968745801,0.380236611876764,3
ETV5,CLOCK,ETV5_CLOCK,2,0,11,-1,0.13449087630387402,0.19753738213620603,0.33202825844008005,-2
ETV5,DLX2,ETV5_DLX2,1,0,0,11,0.11439615008235302,0.12450747728973402,0.238903627372087,-1
ETV5,DRGX,ETV5_DRGX,4,0,0,7,0.18228901383544602,0.32629437891545804,0.5085833927509039,3
ETV5,DRGX,ETV5_DRGX_2,2,0,5,-6,0.14449050031137803,0.381005168028395,0.525495668339773,2
ETV5,EOMES,ETV5_EOMES,2,0,20,-1,0.154440744538059,0.35298618822128996,0.507426932759349,-8
ETV5,EOMES,ETV5_EOMES_2,3,0,4,-4,0.12110808195,0.585983482940541,0.7070915648905408,5
ETV5,ETV7,ETV5_ETV7,2,1,0,-1,0.42452866668233097,0.40384814678976094,0.8283768134720909,10
ETV5,EVX1,ETV5_EVX1,4,0,0,3,0.276072054204525,0.46297498059733794,0.7390470348018621,7
ETV5,EVX1,ETV5_EVX1_2,1,0,0,9,0.306364917412007,0.25480108250803,0.561165999920036,1
ETV5,EVX1,ETV5_EVX1_3,1,0,0,10,0.293659255818561,0.263573719986583,0.557232975805143,0
ETV5,FIGLA,ETV5_FIGLA,4,0,0,6,0.327429945628819,0.14405769717436098,0.47148764280318,4
ETV5,FOXI1,ETV5_FOXI1,2,0,4,0,0.267261416981075,0.21371329019285298,0.48097470717392793,3
ETV5,FOXI1,ETV5_FOXI1_2,4,0,0,6,0.17875193216926702,0.486898567673295,0.665650499842562,4
ETV5,FOXI1,ETV5_FOXI1_3,3,0,4,0,0.191799261122702,0.43318018666112496,0.6249794477838271,3
ETV5,FOXO1,ETV5_FOXO1,4,0,0,5,0.254286881775425,0.44850953611393296,0.7027964178893571,5
ETV5,FOXO1,ETV5_FOXO1_2,2,0,4,0,0.309391716414764,0.27713581833921896,0.5865275347539829,4
ETV5,HES7,ETV5_HES7,1,0,-1,9,0.24255567969089,0.40223767080279405,0.6447933504936839,0
ETV5,HES7,ETV5_HES7_2,3,0,11,-1,0.23763394011404101,0.43515184545472396,0.672785785568765,0
ETV5,HOXA13,ETV5_HOXA13,1,0,0,6,0.19098905787381398,0.46008520215728405,0.651074260031097,4
ETV5,HOXA2,ETV5_HOXA2,1,0,0,6,0.172974667482309,0.261212826010273,0.43418749349258207,4
ETV5,HOXA2,ETV5_HOXA2_2,1,0,0,15,0.339048682184991,0.226011419700895,0.5650601018858871,-5
ETV5,HOXA2,ETV5_HOXA2_3,4,0,0,3,0.276125470557936,0.44110009337842604,0.7172255639363622,7
ETV5,HOXB13,ETV5_HOXB13,1,0,0,6,0.115742891842159,0.508201533144252,0.623944424986411,4
ETV5,TCF3,ETV5_TCF3,3,0,7,-2,0.18165750097951602,0.20450210846411102,0.386159609443627,1
ETV5,TCF3,ETV5_TCF3_2,4,0,0,11,0.16938066099992802,0.22361459018303897,0.392995251182966,-1
ETV7,TBX21,ETV7_TBX21,4,0,-1,13,0.23758630435054998,0.235817970443879,0.4734042747944289,-3
ETV7,TBX21,ETV7_TBX21_2,4,0,-1,12,0.221466639428453,0.23406024631767802,0.45552688574613104,-2
FLI1,BHLHA15,FLI1_BHLHA15,1,0,-8,6,0.468906678462587,0.248882645989303,0.71778932445189,0
FLI1,CEBPB,FLI1_CEBPB,4,0,0,7,0.47349867982945004,0.13984333211730898,0.613342011946759,7
FLI1,CEBPD,FLI1_CEBPD,4,0,0,7,0.43413005108477004,0.0988257618609942,0.532955812945764,7
FLI1,DLX2,FLI1_DLX2,1,0,0,7,0.5336014437490739,0.261162769469062,0.794764213218136,7
FLI1,DLX2,FLI1_DLX2_2,1,0,0,11,0.47299857765415504,0.164471922176216,0.637470499830371,3
FLI1,DRGX,FLI1_DRGX,4,0,-8,7,0.480566362839752,0.33167018318257396,0.8122365460223259,-1
FLI1,ETV7,FLI1_ETV7,2,1,0,-1,0.346825544180485,0.334614810346064,0.6814403545265489,10
FLI1,FIGLA,FLI1_FIGLA,1,0,-8,6,0.52601041418074,0.189765666721459,0.7157760809021991,0
FLI1,FOXI1,FLI1_FOXI1,2,0,4,-2,0.4048922518249001,0.472497168109126,0.8773894199340259,1
FLI1,FOXI1,FLI1_FOXI1_2,4,0,-8,6,0.471107266064678,0.29309634385867306,0.764203609923352,0
FLI1,FOXI1,FLI1_FOXI1_3,2,0,4,0,0.39778239477693106,0.279049270974768,0.676831665751699,3
FLI1,FOXI1,FLI1_FOXI1_4,3,0,4,0,0.41703029428137295,0.32122964050498604,0.7382599347863579,3
FLI1,HOXB13,FLI1_HOXB13,1,0,-8,6,0.5106431265433939,0.5388041026743811,1.04944722921778,0
FLI1,MAX,FLI1_MAX,1,0,0,6,0.4914314298504411,0.18128114133166898,0.6727125711821089,8
FLI1,ONECUT2,FLI1_ONECUT2,4,0,0,10,0.407220065158067,0.283665503502956,0.6908855686610229,4
FLI1,TCF3,FLI1_TCF3,1,0,-8,6,0.44512236919578796,0.286993675329334,0.732116044525122,0
FOXJ2,ELF1,FOXJ2_ELF1,1,0,0,2,0.377166628311176,0.29994953469270697,0.677116163003882,6
FOXJ2,ELF1,FOXJ2_ELF1_2,1,0,0,5,0.52367537839106,0.504177639806303,1.02785301819736,3
FOXJ2,HOXB13,FOXJ2_HOXB13,3,0,8,-1,0.30178123177405797,0.35554851626541706,0.657329748039475,2
FOXJ2,HOXB13,FOXJ2_HOXB13_2,1,0,0,5,0.3566063225742371,0.45673231476032206,0.8133386373345591,3
FOXJ2,HOXB13,FOXJ2_HOXB13_3,1,0,0,4,0.232473181793875,0.36737165766029206,0.599844839454167,4
FOXJ2,HOXB13,FOXJ2_HOXB13_4,3,0,7,-1,0.33019688748812603,0.42354015919830107,0.753737046686428,3
FOXJ2,PITX1,FOXJ2_PITX1,2,0,8,0,0.414953362006476,0.13758933898612302,0.552542700992599,0
FOXJ2,PITX1,FOXJ2_PITX1_2,4,0,-1,5,0.329523497195261,0.15506324837715,0.48458674557241105,2
FOXJ3,ELF1,FOXJ3_ELF1,1,0,0,11,0.46266369058262197,0.5061895440914811,0.968853234674103,-3
FOXJ3,TBX21,FOXJ3_TBX21,2,0,11,-1,0.345082371959413,0.40430458596982705,0.74938695792924,-2
FOXJ3,TBX21,FOXJ3_TBX21_2,4,0,-2,2,0.251799545042139,0.501478358752075,0.7532779037942141,4
FOXO1,ELF1,FOXO1_ELF1,1,0,2,4,0.517088936398328,0.500216488621681,1.01730542502001,6
FOXO1,ELF1,FOXO1_ELF1_2,3,1,7,0,0.37915642876464,0.41184464464032894,0.7910010734049692,5
FOXO1,ELF1,FOXO1_ELF1_3,1,0,0,2,0.286151958673299,0.38187157147667994,0.668023530149979,6
FOXO1,ELK1,FOXO1_ELK1,4,1,0,3,0.47568561070261894,0.28186151761422196,0.757547128316841,5
FOXO1,ELK1,FOXO1_ELK1_2,1,0,0,4,0.352736034677632,0.22526680488907397,0.5780028395667061,4
FOXO1,ELK1,FOXO1_ELK1_3,3,1,6,-1,0.5292267657911789,0.272497459564961,0.80172422535614,3
FOXO1,ELK3,FOXO1_ELK3,4,1,-1,2,0.523867072819067,0.154623071671597,0.678490144490664,5
FOXO1,ELK3,FOXO1_ELK3_2,1,0,0,4,0.323141202388472,0.219484481086487,0.54262568347496,4
